基幹科目,1,2
キリスト教学科,1,2
文学科英米文学専修,1,2
文学科ドイツ文学専修,1,2
文学科フランス文学専修,1,2
文学科日本文学専修,1,2
文学科文芸・思想専修,1,2
史学科,1,2
教育学科,1,2
異文化コミュニケーション学科,1,3
経済学科,1,4
経済政策学科,1,4
会計ファイナンス学科,1,4
経営学科,1,5
国際経営学科,1,5
数学科,1,6
物理学科,1,6
化学科,1,6
生命理学科,1,6
社会学科,1,7
現代文化学科,1,7
メディア社会学科,1,7
法学科,1,8
国際ビジネス法学科,1,8
政治学科,1,8
観光学科,1,9
交流文化学科,1,9
コミュニティ政策学科,1,10
福祉学科,1,10
スポーツウェルネス学科,1,10
心理学科,1,11
映像身体学科,1,11
総合系,1,1
言語系,1,1
