id,name,price,explanation,course_id,created_at,updated_at,author,publisher,published_year,isbn_10,isbn_13,issn_13,book_code,url,textbook_status,small_thumbnail,thumbnail,info_link
1,入門GDP 統計と経済波及効果分析 ?,,世界の構造改革のバイブル。1962年初版、フリードマンが最も愛した著作、待望の新訳。郵政改革、教育バウチャー、規制撤廃など絶対自由主義の政策の意味を説いた名著。,3,2017-03-26 12:55:12 UTC,2017-04-01 06:18:39 UTC,李潔?,大学教育出版?,2016?,4822246418,9784822246419,,48642935970,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:4864293597,published,http://books.google.com/books/content?id=KVEWOwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=KVEWOwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=KVEWOwAACAAJ&dq=%E5%85%A5%E9%96%80GDP+%E7%B5%B1%E8%A8%88%E3%81%A8%E7%B5%8C%E6%B8%88%E6%B3%A2%E5%8F%8A%E5%8A%B9%E6%9E%9C%E5%88%86%E6%9E%90+%C2%A0%3Fq%3D%E5%A4%A7%E5%AD%A6%E6%95%99%E8%82%B2%E5%87%BA%E7%89%88%C2%A0&hl=&source=gbs_api
2,『労働法（第５版）』 ?,,2016年国会の立法動向を含む、近時の重要な法令のうごきを反映。また、労働現場での紛争の様相をあらわす数多くの新判例をとりあげた。全体の見直しで読みやすさも追求。法学部生・法科大学院生から実務家まで、幅広いニーズに応える充実の基本書。,7,2017-03-26 12:55:18 UTC,2017-04-01 06:18:42 UTC,水町勇一郎?,有斐閣?,2014?,4641144877,9784641144873,,97846411446370,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784641144637,published,http://books.google.com/books/content?id=a8qLDAEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=a8qLDAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=a8qLDAEACAAJ&dq=%E3%80%8E%E5%8A%B4%E5%83%8D%E6%B3%95%EF%BC%88%E7%AC%AC%EF%BC%95%E7%89%88%EF%BC%89%E3%80%8F+%C2%A0%3Fq%3D%E6%9C%89%E6%96%90%E9%96%A3%C2%A0&hl=&source=gbs_api
3,『現代アジア経済論』 ?,,none,8,2017-03-26 12:55:20 UTC,2017-04-01 06:18:44 UTC,郭洋春?,法律文化社?,2011?,UOM:39015046078575,0,,45890337390,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:4589033739,published,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=Fb0cAQAAMAAJ&dq=%E3%80%8E%E7%8F%BE%E4%BB%A3%E3%82%A2%E3%82%B8%E3%82%A2%E7%B5%8C%E6%B8%88%E8%AB%96%E3%80%8F+%C2%A0%3Fq%3D%E6%B3%95%E5%BE%8B%E6%96%87%E5%8C%96%E7%A4%BE%C2%A0&hl=&source=gbs_api
4,『開発経済学』 ?,,none,10,2017-03-26 12:55:22 UTC,2017-04-01 06:18:46 UTC,郭洋春?,法律文化社?,2010?,UOM:39015046078575,0,,45890323170,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:4589032317,published,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=Fb0cAQAAMAAJ&dq=%E3%80%8E%E9%96%8B%E7%99%BA%E7%B5%8C%E6%B8%88%E5%AD%A6%E3%80%8F+%C2%A0%3Fq%3D%E6%B3%95%E5%BE%8B%E6%96%87%E5%8C%96%E7%A4%BE%C2%A0&hl=&source=gbs_api
5,『財務会計論（第13版）』 ?,,none,11,2017-03-26 12:55:24 UTC,2017-04-01 06:18:48 UTC,広瀬義州?,中央経済社?,2015年?,UOM:39015046078575,0,,97845021634180,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784502163418,published,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=Fb0cAQAAMAAJ&dq=%E3%80%8E%E8%B2%A1%E5%8B%99%E4%BC%9A%E8%A8%88%E8%AB%96%EF%BC%88%E7%AC%AC13%E7%89%88%EF%BC%89%E3%80%8F+%C2%A0%3Fq%3D%E4%B8%AD%E5%A4%AE%E7%B5%8C%E6%B8%88%E7%A4%BE%C2%A0&hl=&source=gbs_api
6,『財務会計論（第１3版）』 ?,,none,12,2017-03-26 12:55:25 UTC,2017-04-01 06:18:50 UTC,広瀬義州?,中央経済社?,2015年?,UOM:39015046078575,0,,97845021634180,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784502163418,published,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=Fb0cAQAAMAAJ&dq=%E3%80%8E%E8%B2%A1%E5%8B%99%E4%BC%9A%E8%A8%88%E8%AB%96%EF%BC%88%E7%AC%AC%EF%BC%913%E7%89%88%EF%BC%89%E3%80%8F+%C2%A0%3Fq%3D%E4%B8%AD%E5%A4%AE%E7%B5%8C%E6%B8%88%E7%A4%BE%C2%A0&hl=&source=gbs_api
7,『会計の歴史』 ?,,正確な理解と問題の解決。グローバル化時代の相互理解のために、日本社会における役割を検討する。,13,2017-03-26 12:55:26 UTC,2017-04-01 06:18:52 UTC,友岡 賛?,税務経理協会?,2016?,4757123094,9784757123090,,44190637570,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:4419063757,published,http://books.google.com/books/content?id=Lp8NNwnnzhsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Lp8NNwnnzhsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.jp/books?id=Lp8NNwnnzhsC&dq=%E3%80%8E%E4%BC%9A%E8%A8%88%E3%81%AE%E6%AD%B4%E5%8F%B2%E3%80%8F+%C2%A0%3Fq%3D%E7%A8%8E%E5%8B%99%E7%B5%8C%E7%90%86%E5%8D%94%E4%BC%9A%C2%A0&hl=&source=gbs_api
8,『会計の歴史』 ?,,正確な理解と問題の解決。グローバル化時代の相互理解のために、日本社会における役割を検討する。,14,2017-03-26 12:55:27 UTC,2017-04-01 06:18:53 UTC,友岡 賛?,税務経理協会?,2016?,4757123094,9784757123090,,44190637570,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:4419063757,published,http://books.google.com/books/content?id=Lp8NNwnnzhsC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=Lp8NNwnnzhsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.jp/books?id=Lp8NNwnnzhsC&dq=%E3%80%8E%E4%BC%9A%E8%A8%88%E3%81%AE%E6%AD%B4%E5%8F%B2%E3%80%8F+%C2%A0%3Fq%3D%E7%A8%8E%E5%8B%99%E7%B5%8C%E7%90%86%E5%8D%94%E4%BC%9A%C2%A0&hl=&source=gbs_api
9,『財務会計論（第１3版）』 ?,,none,17,2017-03-26 12:55:32 UTC,2017-04-01 06:18:54 UTC,広瀬義州?,中央経済社?,2015年?,UOM:39015046078575,0,,97845021634180,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784502163418,published,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=Fb0cAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=Fb0cAQAAMAAJ&dq=%E3%80%8E%E8%B2%A1%E5%8B%99%E4%BC%9A%E8%A8%88%E8%AB%96%EF%BC%88%E7%AC%AC%EF%BC%913%E7%89%88%EF%BC%89%E3%80%8F+%C2%A0%3Fq%3D%E4%B8%AD%E5%A4%AE%E7%B5%8C%E6%B8%88%E7%A4%BE%C2%A0&hl=&source=gbs_api
10,財務会計（第13版） ?,,現代会計のバイブル。企業会計制度の全てを詳述!IASBでは、今後の会計実務に影響を及ぼしかねない「概念フレームワーク」の改訂を進めている。本書では、その公開草案の概要を示すとともに、最新の会計基準をフォローした。,18,2017-03-26 12:55:33 UTC,2017-04-01 06:18:57 UTC,広瀬義州?,中央経済社?,2015年?,4502163414,9784502163418,,978201042010502201016341201080,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784502163418,published,http://books.google.com/books/content?id=gA0yjgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=gA0yjgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=gA0yjgEACAAJ&dq=%E8%B2%A1%E5%8B%99%E4%BC%9A%E8%A8%88%EF%BC%88%E7%AC%AC13%E7%89%88%EF%BC%89+%C2%A0%3Fq%3D%E4%B8%AD%E5%A4%AE%E7%B5%8C%E6%B8%88%E7%A4%BE%C2%A0&hl=&source=gbs_api
11,エッセンシャルIFRS（第5版） ?,,none,29,2017-03-26 12:55:50 UTC,2017-04-01 06:18:58 UTC,秋葉賢一??,中央経済社?,2016?,STANFORD:36105215081303,0,,97845022136180,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784502213618,published,http://books.google.com/books/content?id=WmJOAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=WmJOAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=WmJOAQAAIAAJ&dq=%E3%82%A8%E3%83%83%E3%82%BB%E3%83%B3%E3%82%B7%E3%83%A3%E3%83%ABIFRS%EF%BC%88%E7%AC%AC5%E7%89%88%EF%BC%89+%C2%A0%3Fq%3D%E4%B8%AD%E5%A4%AE%E7%B5%8C%E6%B8%88%E7%A4%BE%C2%A0&hl=&source=gbs_api
12,『現代財政を学ぶ』 ?,,持続可能な財政制度とは。普遍的サービスか、選別的サービスか、地方分権のありかた、少子高齢化への対応、財政赤字をどうするか―財政民主主義のまなざしから現代財政を読みとく。,33,2017-03-26 12:55:56 UTC,2017-04-01 06:19:01 UTC,池上岳彦編?,有斐閣?,2015年?,4641184240,9784641184244,,97846411842440,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784641184244,published,http://books.google.com/books/content?id=oHhGrgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=oHhGrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=oHhGrgEACAAJ&dq=%E3%80%8E%E7%8F%BE%E4%BB%A3%E8%B2%A1%E6%94%BF%E3%82%92%E5%AD%A6%E3%81%B6%E3%80%8F+%C2%A0%3Fq%3D%E6%9C%89%E6%96%90%E9%96%A3%C2%A0&hl=&source=gbs_api
13,スマートコミュニティvol.5　コンパクトシティ＋ネットワークと地方創生 ?,,老化を防ぎ、芯から健康になるために健康な人・病人からお年寄りまで、寝たままできるあなたの健康法を疾病・症状別にイラストで解説。,34,2017-03-26 12:55:57 UTC,2017-04-01 06:19:03 UTC,柏木孝夫監修 ?,時評者?,２０１５年?,4884693051,9784884693053,,97848833921930,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784883392193,published,http://books.google.com/books/content?id=bhgnNwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=bhgnNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=bhgnNwAACAAJ&dq=%E3%82%B9%E3%83%9E%E3%83%BC%E3%83%88%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3vol.5%E3%80%80%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%82%B7%E3%83%86%E3%82%A3%EF%BC%8B%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%A8%E5%9C%B0%E6%96%B9%E5%89%B5%E7%94%9F+%C2%A0%3Fq%3D%E6%99%82%E8%A9%95%E8%80%85%C2%A0&hl=&source=gbs_api
14,Powering the Green Economy: The Feed-in Tariff Handbook ?,,"As the world looks to the greening of economies to create new industries and jobs, protect the climate and environment and secure domestic energy supplies, we need effective policies more than ever. The rapid scaling-up of renewable energy deployment is a fundamental element of this process. Feed-in tariffs - laws that provide a premium rate (tariff) over a fixed period of time for each unit of electricity fed into the grid - are one of the most cost-effective policy tools for accelerating the transition to a more sustainable energy system. Despite their increasingly widespread use, the effectiveness of feed-in tariffs can be hampered by poor design and inadequate implementation. This book, from authors who have spent years working on feed-in tariff design and advocacy, covers: -An introduction to feed-in tariffs, how they work, and developments in key countries around the world (including in Europe, Asia, Africa, Australia, North and South America) - An exploration of technical and social issues - An investigation of effective design, and other support schemes - A blueprint for campaigning for feed-in tariffs - A compilation of further resources for those wishing to green their economy Written in a clear, practical style, this is a must-read for any policymakers, businesses, investors, campaigners, academics and anyone concerned with creating successful and sustainable energy policy.",36,2017-03-26 12:56:01 UTC,2017-04-01 06:19:05 UTC,"Miguel Mencdon?a, David Jacobs and Benjamin Sovacool?",Earthscan?,2010?,9781844078578,1844078574,,97818440785850,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9781844078585,published,http://books.google.com/books/content?id=4XAVzT9hyTkC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=4XAVzT9hyTkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.co.jp/books?id=4XAVzT9hyTkC&dq=Powering+the+Green+Economy:+The+Feed-in+Tariff+Handbook+%C2%A0%3Fq%3DEarthscan%C2%A0&hl=&source=gbs_api
15,コミュニティパワー ?? エネルギーで地域を豊かにする ?,,エネルギーと地域の未来を先取りする現場へ,36,2017-03-26 12:56:01 UTC,2017-04-01 06:19:07 UTC,飯田哲也＋環境エネルギー政策研究所?,学芸出版社?,2014?,4761525304,9784761525309,,97847615258420,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784761525842,published,none,none,http://books.google.co.jp/books?id=aYbUMgEACAAJ&dq=%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3%E3%83%91%E3%83%AF%E3%83%BC+%E2%88%92%E2%88%92+%E3%82%A8%E3%83%8D%E3%83%AB%E3%82%AE%E3%83%BC%E3%81%A7%E5%9C%B0%E5%9F%9F%E3%82%92%E8%B1%8A%E3%81%8B%E3%81%AB%E3%81%99%E3%82%8B+%C2%A0%3Fq%3D%E5%AD%A6%E8%8A%B8%E5%87%BA%E7%89%88%E7%A4%BE%C2%A0&hl=&source=gbs_api
16,日本の知らない風力発電の実力 ?,,地球温暖化と炭酸ガス排出量規制の流れ、環境志向の高まり、化石燃料の枯渇により、炭酸ガスを排出しないエネルギーに注目が集まっている。この中で脚光を浴びているのが、「再生可能エネルギー」、別名「自然エネルギー」だ。しかし、太陽光発電、風力発電には、その生産できる総エネルギー量と気象変化によるエネルギー生産量の不安定化など、多くの制約と限界がある。この本では、科学的、論理的な視点からその問題点を指摘し、現実的なエネルギー生産と利用のあり方、将来の見通しなどを示していく。,36,2017-03-26 12:56:01 UTC,2017-04-01 06:19:08 UTC,安田陽?,オーム社?,2013?,9784274068089,4274068080,,97842740695050,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784274069505,published,http://books.google.com/books/content?id=LiUpd_iP-dgC&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=LiUpd_iP-dgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=LiUpd_iP-dgC&dq=%E6%97%A5%E6%9C%AC%E3%81%AE%E7%9F%A5%E3%82%89%E3%81%AA%E3%81%84%E9%A2%A8%E5%8A%9B%E7%99%BA%E9%9B%BB%E3%81%AE%E5%AE%9F%E5%8A%9B+%C2%A0%3Fq%3D%E3%82%AA%E3%83%BC%E3%83%A0%E7%A4%BE%C2%A0&hl=&source=gbs_api
17,木質バイオマス事業 ?? 林業地域が成功する条件とは何か ?,,人工知能分野の巨人である著者の研究の集大成,36,2017-03-26 12:56:01 UTC,2017-04-01 06:19:11 UTC,相川高信?,全国林業改良普及協会?,2014?,4320122372,9784320122376,,97848813831790,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784881383179,published,http://books.google.com/books/content?id=lPduQgAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=lPduQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=lPduQgAACAAJ&dq=%E6%9C%A8%E8%B3%AA%E3%83%90%E3%82%A4%E3%82%AA%E3%83%9E%E3%82%B9%E4%BA%8B%E6%A5%AD+%E2%88%92%E2%88%92+%E6%9E%97%E6%A5%AD%E5%9C%B0%E5%9F%9F%E3%81%8C%E6%88%90%E5%8A%9F%E3%81%99%E3%82%8B%E6%9D%A1%E4%BB%B6%E3%81%A8%E3%81%AF%E4%BD%95%E3%81%8B+%C2%A0%3Fq%3D%E5%85%A8%E5%9B%BD%E6%9E%97%E6%A5%AD%E6%94%B9%E8%89%AF%E6%99%AE%E5%8F%8A%E5%8D%94%E4%BC%9A%C2%A0&hl=&source=gbs_api
18,租税法概説第２版 ?,,立体的に租税法を理解する,38,2017-03-26 12:56:04 UTC,2017-04-01 06:19:12 UTC,中里実他?,有斐閣?,2015?,4641131023,9784641131026,,97846411317810,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784641131781,published,http://books.google.com/books/content?id=lxCWpwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=lxCWpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=lxCWpwAACAAJ&dq=%E7%A7%9F%E7%A8%8E%E6%B3%95%E6%A6%82%E8%AA%AC%E7%AC%AC%EF%BC%92%E7%89%88+%C2%A0%3Fq%3D%E6%9C%89%E6%96%90%E9%96%A3%C2%A0&hl=&source=gbs_api
19,租税法概説第２版 ?,,立体的に租税法を理解する,39,2017-03-26 12:56:05 UTC,2017-04-01 06:19:14 UTC,中里実他?,有斐閣?,2015?,4641131023,9784641131026,,97846411317810,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784641131781,published,http://books.google.com/books/content?id=lxCWpwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=lxCWpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=lxCWpwAACAAJ&dq=%E7%A7%9F%E7%A8%8E%E6%B3%95%E6%A6%82%E8%AA%AC%E7%AC%AC%EF%BC%92%E7%89%88+%C2%A0%3Fq%3D%E6%9C%89%E6%96%90%E9%96%A3%C2%A0&hl=&source=gbs_api
20,『福祉の経済学』 ?,,none,43,2017-03-26 12:56:11 UTC,2017-04-01 06:19:16 UTC,ニコラス・バー?,光生館?,2007?,UOM:39015046078856,0,,none,"",published,http://books.google.com/books/content?id=j70cAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=j70cAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=j70cAQAAMAAJ&dq=%E3%80%8E%E7%A6%8F%E7%A5%89%E3%81%AE%E7%B5%8C%E6%B8%88%E5%AD%A6%E3%80%8F+%C2%A0%3Fq%3D%E5%85%89%E7%94%9F%E9%A4%A8%C2%A0&hl=&source=gbs_api
21,『現代財政を学ぶ』 ?,,持続可能な財政制度とは。普遍的サービスか、選別的サービスか、地方分権のありかた、少子高齢化への対応、財政赤字をどうするか―財政民主主義のまなざしから現代財政を読みとく。,51,2017-03-26 12:56:23 UTC,2017-04-01 06:19:17 UTC,池上岳彦編?,有斐閣?,2015年?,4641184240,9784641184244,,97846411842440,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784641184244,published,http://books.google.com/books/content?id=oHhGrgEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=oHhGrgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=oHhGrgEACAAJ&dq=%E3%80%8E%E7%8F%BE%E4%BB%A3%E8%B2%A1%E6%94%BF%E3%82%92%E5%AD%A6%E3%81%B6%E3%80%8F+%C2%A0%3Fq%3D%E6%9C%89%E6%96%90%E9%96%A3%C2%A0&hl=&source=gbs_api
22,スマートコミュニティvol.5　コンパクトシティ＋ネットワークと地方創生 ?,,老化を防ぎ、芯から健康になるために健康な人・病人からお年寄りまで、寝たままできるあなたの健康法を疾病・症状別にイラストで解説。,52,2017-03-26 12:56:24 UTC,2017-04-01 06:19:18 UTC,柏木孝夫監修 ?,時評者?,２０１５年?,4884693051,9784884693053,,97848833921930,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784883392193,published,http://books.google.com/books/content?id=bhgnNwAACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=bhgnNwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=bhgnNwAACAAJ&dq=%E3%82%B9%E3%83%9E%E3%83%BC%E3%83%88%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3vol.5%E3%80%80%E3%82%B3%E3%83%B3%E3%83%91%E3%82%AF%E3%83%88%E3%82%B7%E3%83%86%E3%82%A3%EF%BC%8B%E3%83%8D%E3%83%83%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%81%A8%E5%9C%B0%E6%96%B9%E5%89%B5%E7%94%9F+%C2%A0%3Fq%3D%E6%99%82%E8%A9%95%E8%80%85%C2%A0&hl=&source=gbs_api
23,入門統計学 ?,,本書は分布から区間推定、検定、分散分析、多変量解析、実験計画法まで統計学に関するすべてを扱います。統計学に関する書籍は非常に多いですが、分析手法がわからない読者はこれ1冊で、統計学全般を学ぶことができ、さらに例題や演習問題を解くことにより、統計学を身につけることができます。公式ありきでなく、背景にある分析の考え方がわかる教科書です。,55,2017-03-26 12:56:29 UTC,2017-04-01 06:19:20 UTC,栗原伸一?,オーム社?,2011?,9784274068553,4274068552,,42740685520,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:4274068552,published,http://books.google.com/books/content?id=r5JIE8QbPbAC&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api,http://books.google.com/books/content?id=r5JIE8QbPbAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=r5JIE8QbPbAC&source=gbs_api
24,『基礎から学ぶ　流通の理論と政策（新版）』 ?,,none,56,2017-03-26 12:56:30 UTC,2017-04-01 06:19:22 UTC,番場博之 編?,八千代出版?,2016年?,UOM:39015046623693,0,,97848429166680,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784842916668,published,http://books.google.com/books/content?id=jxkaAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=jxkaAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=jxkaAQAAMAAJ&dq=%E3%80%8E%E5%9F%BA%E7%A4%8E%E3%81%8B%E3%82%89%E5%AD%A6%E3%81%B6%E3%80%80%E6%B5%81%E9%80%9A%E3%81%AE%E7%90%86%E8%AB%96%E3%81%A8%E6%94%BF%E7%AD%96%EF%BC%88%E6%96%B0%E7%89%88%EF%BC%89%E3%80%8F+%C2%A0%3Fq%3D%E5%85%AB%E5%8D%83%E4%BB%A3%E5%87%BA%E7%89%88%C2%A0&hl=&source=gbs_api
25,『基礎から学ぶ 流通の理論と政策（新版）』 ?,,none,57,2017-03-26 12:56:32 UTC,2017-04-01 06:19:23 UTC,番場博之 編?,八千代出版?,2016年?,UOM:39015046623693,0,,97848429166680,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784842916668,published,http://books.google.com/books/content?id=jxkaAQAAMAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=jxkaAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=jxkaAQAAMAAJ&dq=%E3%80%8E%E5%9F%BA%E7%A4%8E%E3%81%8B%E3%82%89%E5%AD%A6%E3%81%B6+%E6%B5%81%E9%80%9A%E3%81%AE%E7%90%86%E8%AB%96%E3%81%A8%E6%94%BF%E7%AD%96%EF%BC%88%E6%96%B0%E7%89%88%EF%BC%89%E3%80%8F+%C2%A0%3Fq%3D%E5%85%AB%E5%8D%83%E4%BB%A3%E5%87%BA%E7%89%88%C2%A0&hl=&source=gbs_api
26,The 21st century economy A beginner’s guide ?,,none,72,2017-03-26 12:56:53 UTC,2017-04-01 06:31:31 UTC,Randy Charles Epping?,Vintage Books?,2009?,STANFORD:36105124517769,0,,97803073879050,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9780307387905,published,http://books.google.com/books/content?id=jQZFAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=jQZFAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=jQZFAQAAIAAJ&dq=The+21st+century+economy+A+beginner%E2%80%99s+guide+%C2%A0%3Fq%3DVintage+Books%C2%A0&hl=&source=gbs_api
27,The 21st century economy A beginner’s guide ?,,none,73,2017-03-26 12:56:54 UTC,2017-04-01 06:31:33 UTC,Randy Charles Epping?,Vintage Books?,2009?,STANFORD:36105124517769,0,,97803073879050,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9780307387905,published,http://books.google.com/books/content?id=jQZFAQAAIAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=jQZFAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=jQZFAQAAIAAJ&dq=The+21st+century+economy+A+beginner%E2%80%99s+guide+%C2%A0%3Fq%3DVintage+Books%C2%A0&hl=&source=gbs_api
28,条文から学ぶ独占禁止法 ?,,条文に沿って独占禁止法を学ぶ。「独占禁止法」そのものを読みながら理解を深める!,75,2017-03-26 12:56:57 UTC,2017-04-01 06:31:35 UTC,土田和博・栗田誠・東條吉純・武田邦宣?,有斐閣?,2014?,4641144702,9784641144705,,97846411447050,http://rikkyo.summon.serialssolutions.com/search?q=ISBN:9784641144705,published,http://books.google.com/books/content?id=PFnGoQEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api,http://books.google.com/books/content?id=PFnGoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.co.jp/books?id=PFnGoQEACAAJ&dq=%E6%9D%A1%E6%96%87%E3%81%8B%E3%82%89%E5%AD%A6%E3%81%B6%E7%8B%AC%E5%8D%A0%E7%A6%81%E6%AD%A2%E6%B3%95+%C2%A0%3Fq%3D%E6%9C%89%E6%96%90%E9%96%A3%C2%A0&hl=&source=gbs_api
